Network,Metric,Value
Marvel,Hub_Stability,1.0
Marvel,Hub_Stability,0.9047619047619048
Marvel,Hub_Stability,0.9047619047619048
Marvel,Hub_Stability,1.0
Marvel,Hub_Stability,1.0
Marvel,Hub_Stability,0.9047619047619048
Marvel,Hub_Stability,1.0
Marvel,Hub_Stability,1.0
Marvel,Hub_Stability,0.9047619047619048
Marvel,Hub_Stability,0.9047619047619048
Marvel,Community_Stability,0.7027330470548319
Marvel,Community_Stability,0.6660908278089115
Marvel,Community_Stability,0.6005486453572859
Marvel,Community_Stability,0.625575747981629
Marvel,Community_Stability,0.634767186098697
Marvel,Community_Stability,0.7424603769982367
Marvel,Community_Stability,0.6070245213062448
Marvel,Community_Stability,0.6620047620425575
Marvel,Community_Stability,0.652900958498131
Marvel,Community_Stability,0.543731400062329
StarWars,Hub_Stability,1.0
StarWars,Hub_Stability,1.0
StarWars,Hub_Stability,0.9047619047619048
StarWars,Hub_Stability,1.0
StarWars,Hub_Stability,0.9047619047619048
StarWars,Hub_Stability,1.0
StarWars,Hub_Stability,0.9047619047619048
StarWars,Hub_Stability,1.0
StarWars,Hub_Stability,0.9047619047619048
StarWars,Hub_Stability,1.0
StarWars,Community_Stability,0.455438169335461
StarWars,Community_Stability,0.43303471122966647
StarWars,Community_Stability,0.4282998310410712
StarWars,Community_Stability,0.3641529210569868
StarWars,Community_Stability,0.5476519293064934
StarWars,Community_Stability,0.3876165098211174
StarWars,Community_Stability,0.40267547040189305
StarWars,Community_Stability,0.3507659488145952
StarWars,Community_Stability,0.48468988677854924
StarWars,Community_Stability,0.38426276299003176
US_Election,Hub_Stability,1.0
US_Election,Hub_Stability,1.0
US_Election,Hub_Stability,1.0
US_Election,Hub_Stability,1.0
US_Election,Hub_Stability,1.0
US_Election,Hub_Stability,1.0
US_Election,Hub_Stability,1.0
US_Election,Hub_Stability,1.0
US_Election,Hub_Stability,1.0
US_Election,Hub_Stability,1.0
US_Election,Community_Stability,0.22297462090633913
US_Election,Community_Stability,0.19789683946933995
US_Election,Community_Stability,0.21464728801902544
US_Election,Community_Stability,0.19638486660960894
US_Election,Community_Stability,0.23628789778103637
US_Election,Community_Stability,0.21867528408019893
US_Election,Community_Stability,0.2121638579165628
US_Election,Community_Stability,0.14407417144658474
US_Election,Community_Stability,0.17943641434824895
US_Election,Community_Stability,0.19996639457163515
AU_Election,Hub_Stability,1.0
AU_Election,Hub_Stability,1.0
AU_Election,Hub_Stability,1.0
AU_Election,Hub_Stability,1.0
AU_Election,Hub_Stability,1.0
AU_Election,Hub_Stability,1.0
AU_Election,Hub_Stability,1.0
AU_Election,Hub_Stability,1.0
AU_Election,Hub_Stability,1.0
AU_Election,Hub_Stability,1.0
AU_Election,Community_Stability,0.1543000720961914
AU_Election,Community_Stability,0.1335496367096227
AU_Election,Community_Stability,0.1020634817631972
AU_Election,Community_Stability,0.10484732662732271
AU_Election,Community_Stability,0.10702794557363773
AU_Election,Community_Stability,0.18266341384690857
AU_Election,Community_Stability,0.17240133849905145
AU_Election,Community_Stability,0.16314443886836402
AU_Election,Community_Stability,0.15635035428351704
AU_Election,Community_Stability,0.13035344985791641
