Network,Metric,Value
Marvel,Hub_Stability,1.0
Marvel,Hub_Stability,0.9047619047619048
Marvel,Hub_Stability,1.0
Marvel,Hub_Stability,1.0
Marvel,Hub_Stability,0.9047619047619048
Marvel,Hub_Stability,1.0
Marvel,Hub_Stability,0.9047619047619048
Marvel,Hub_Stability,1.0
Marvel,Hub_Stability,1.0
Marvel,Hub_Stability,1.0
Marvel,Community_Stability,0.6823314466678255
Marvel,Community_Stability,0.6759547089018965
Marvel,Community_Stability,0.6287988026815284
Marvel,Community_Stability,0.7088451534686765
Marvel,Community_Stability,0.7677995083102526
Marvel,Community_Stability,0.6550113534352532
Marvel,Community_Stability,0.6642240472827661
Marvel,Community_Stability,0.6507881188244117
Marvel,Community_Stability,0.6869161464961651
Marvel,Community_Stability,0.6486488988144034
StarWars,Hub_Stability,0.9047619047619048
StarWars,Hub_Stability,0.9047619047619048
StarWars,Hub_Stability,1.0
StarWars,Hub_Stability,1.0
StarWars,Hub_Stability,0.9047619047619048
StarWars,Hub_Stability,0.9047619047619048
StarWars,Hub_Stability,0.9047619047619048
StarWars,Hub_Stability,0.9047619047619048
StarWars,Hub_Stability,1.0
StarWars,Hub_Stability,0.9047619047619048
StarWars,Community_Stability,0.43584171581241304
StarWars,Community_Stability,0.45467080317132025
StarWars,Community_Stability,0.3412088513566346
StarWars,Community_Stability,0.2951818807467434
StarWars,Community_Stability,0.34962290142599245
StarWars,Community_Stability,0.47751083860719473
StarWars,Community_Stability,0.44959935013328345
StarWars,Community_Stability,0.3291839758535833
StarWars,Community_Stability,0.46784726140083577
StarWars,Community_Stability,0.40372461095453005
US_Election,Hub_Stability,1.0
US_Election,Hub_Stability,1.0
US_Election,Hub_Stability,1.0
US_Election,Hub_Stability,1.0
US_Election,Hub_Stability,1.0
US_Election,Hub_Stability,1.0
US_Election,Hub_Stability,1.0
US_Election,Hub_Stability,1.0
US_Election,Hub_Stability,1.0
US_Election,Hub_Stability,1.0
US_Election,Community_Stability,0.23830311109509766
US_Election,Community_Stability,0.25007878095839575
US_Election,Community_Stability,0.1941148164341341
US_Election,Community_Stability,0.23434174944975808
US_Election,Community_Stability,0.2598877457994625
US_Election,Community_Stability,0.2536767726274624
US_Election,Community_Stability,0.22825158540357338
US_Election,Community_Stability,0.25620083581498726
US_Election,Community_Stability,0.2791263944125327
US_Election,Community_Stability,0.24363815142665002
AU_Election,Hub_Stability,1.0
AU_Election,Hub_Stability,1.0
AU_Election,Hub_Stability,1.0
AU_Election,Hub_Stability,1.0
AU_Election,Hub_Stability,1.0
AU_Election,Hub_Stability,1.0
AU_Election,Hub_Stability,1.0
AU_Election,Hub_Stability,1.0
AU_Election,Hub_Stability,1.0
AU_Election,Hub_Stability,1.0
AU_Election,Community_Stability,0.14545439840440644
AU_Election,Community_Stability,0.1621975405818056
AU_Election,Community_Stability,0.13103204326749984
AU_Election,Community_Stability,0.09033607889236735
AU_Election,Community_Stability,0.14551702947329365
AU_Election,Community_Stability,0.09062640385281366
AU_Election,Community_Stability,0.1255319771202022
AU_Election,Community_Stability,0.15666948498324026
AU_Election,Community_Stability,0.1461258419407888
AU_Election,Community_Stability,0.14437477992574232
